Age,Attrition,EmployeeNumber,Gender,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus, MonthlyIncome ,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
40,No,1598,Female,Travel_Rarely,Sales,14,2,Life Sciences,4,3,2,Sales Executive,1,Married,4639,1,Y,No,15,3,3,5,2,3,5,4,1,2
43,No,1599,Male,Travel_Rarely,Research & Development,27,3,Technical Degree,4,4,1,Laboratory Technician,2,Divorced,4876,5,Y,No,12,3,3,8,0,3,6,4,0,2
35,No,1601,Male,Travel_Rarely,Research & Development,7,2,Life Sciences,3,2,1,Laboratory Technician,4,Married,2690,1,Y,No,18,3,4,1,5,2,1,0,0,1
46,No,1602,Male,Travel_Rarely,Sales,1,4,Life Sciences,4,4,4,Manager,1,Single,17567,1,Y,No,15,3,2,27,5,1,26,0,0,12
28,Yes,1604,Male,Travel_Rarely,Research & Development,24,3,Medical,3,3,1,Laboratory Technician,2,Married,2408,1,Y,Yes,17,3,3,1,3,3,1,1,0,0
22,No,1605,Female,Non-Travel,Research & Development,26,2,Other,2,2,1,Research Scientist,3,Married,2814,1,Y,Yes,14,3,2,4,2,2,4,2,1,3
50,No,1606,Male,Travel_Frequently,Research & Development,20,5,Medical,2,3,4,Healthcare Representative,3,Married,11245,2,Y,Yes,15,3,3,32,3,3,30,8,12,13
32,No,1607,Female,Travel_Rarely,Research & Development,5,4,Other,2,4,1,Research Scientist,4,Married,3312,3,Y,No,17,3,4,6,3,3,3,2,0,2
44,No,1608,Female,Travel_Rarely,Research & Development,7,3,Medical,2,3,5,Research Director,4,Divorced,19049,0,Y,Yes,14,3,4,23,4,2,22,7,1,10
30,No,1609,Male,Travel_Rarely,Research & Development,7,3,Medical,2,2,1,Research Scientist,2,Married,2141,1,Y,No,12,3,2,6,3,2,6,4,1,1
45,No,1611,Female,Travel_Rarely,Research & Development,5,5,Medical,3,1,2,Laboratory Technician,1,Single,5769,1,Y,Yes,14,3,1,10,3,3,10,7,1,4
45,No,1612,Male,Non-Travel,Sales,26,3,Marketing,1,2,2,Sales Executive,1,Married,4385,1,Y,No,15,3,1,10,2,3,10,7,4,5
31,No,1613,Male,Travel_Frequently,Sales,2,4,Other,4,3,2,Sales Executive,1,Single,5332,7,Y,No,13,3,4,10,3,3,5,2,0,3
36,No,1614,Female,Travel_Rarely,Research & Development,12,4,Life Sciences,3,3,2,Manufacturing Director,3,Married,4663,9,Y,Yes,12,3,2,7,2,3,3,2,1,1
34,No,1615,Male,Travel_Frequently,Research & Development,10,4,Life Sciences,3,4,2,Manufacturing Director,4,Divorced,4724,1,Y,No,13,3,1,9,3,3,9,7,7,2
49,No,1617,Female,Travel_Rarely,Research & Development,25,4,Life Sciences,3,3,1,Laboratory Technician,1,Married,3211,1,Y,No,14,3,4,10,3,2,9,6,1,4
39,No,1618,Male,Travel_Rarely,Research & Development,10,5,Medical,2,3,2,Manufacturing Director,1,Married,5377,2,Y,No,13,3,4,10,3,3,7,7,7,7
27,No,1619,Male,Travel_Rarely,Research & Development,19,3,Other,4,2,1,Laboratory Technician,1,Divorced,4066,1,Y,No,11,3,1,7,3,3,7,7,0,7
35,No,1621,Male,Travel_Rarely,Research & Development,18,5,Life Sciences,2,4,2,Research Scientist,1,Married,5208,1,Y,No,11,3,4,16,2,3,16,15,1,10
28,No,1622,Female,Travel_Rarely,Research & Development,27,3,Medical,2,1,2,Manufacturing Director,1,Divorced,4877,0,Y,No,21,4,2,6,5,2,5,3,0,0
21,No,1623,Male,Travel_Rarely,Research & Development,5,1,Medical,3,3,1,Research Scientist,4,Single,3117,1,Y,No,18,3,3,3,2,3,2,2,2,2
18,Yes,1624,Female,Travel_Frequently,Sales,3,2,Medical,2,3,1,Sales Representative,4,Single,1569,1,Y,Yes,12,3,3,0,2,4,0,0,0,0
47,No,1625,Female,Travel_Rarely,Human Resources,26,4,Life Sciences,4,3,5,Manager,3,Married,19658,3,Y,No,11,3,3,27,2,3,5,2,1,0
39,No,1627,Male,Travel_Rarely,Research & Development,3,2,Medical,3,2,2,Laboratory Technician,3,Divorced,3069,0,Y,No,15,3,4,11,3,3,10,8,0,7
40,No,1628,Female,Travel_Rarely,Research & Development,15,3,Life Sciences,1,2,3,Manufacturing Director,3,Married,10435,1,Y,No,13,3,4,18,2,3,18,15,14,12
35,No,1630,Female,Non-Travel,Research & Development,8,4,Life Sciences,3,3,2,Healthcare Representative,3,Married,4148,1,Y,No,12,3,4,15,5,3,14,11,2,9
37,No,1631,Male,Travel_Rarely,Research & Development,19,3,Life Sciences,3,3,2,Manufacturing Director,3,Married,5768,3,Y,No,17,3,1,9,2,2,4,3,0,2
39,No,1633,Female,Travel_Frequently,Research & Development,4,3,Medical,1,3,2,Manufacturing Director,3,Single,5042,0,Y,No,13,3,4,10,2,1,9,2,3,8
45,No,1635,Female,Travel_Rarely,Research & Development,2,2,Other,4,2,2,Manufacturing Director,4,Divorced,5770,1,Y,No,19,3,1,10,3,3,10,7,3,9
38,No,1638,Female,Travel_Rarely,Research & Development,2,2,Medical,4,2,3,Manufacturing Director,3,Married,7756,3,Y,Yes,19,3,4,10,6,4,5,4,0,2
35,Yes,1639,Male,Travel_Rarely,Sales,10,3,Medical,4,2,3,Sales Executive,1,Married,10306,9,Y,No,17,3,3,15,3,3,13,12,6,0
37,No,1640,Female,Travel_Rarely,Research & Development,10,3,Medical,2,3,1,Research Scientist,2,Married,3936,1,Y,No,11,3,1,8,2,1,8,4,7,7
40,No,1641,Female,Travel_Rarely,Research & Development,16,3,Life Sciences,3,3,3,Manufacturing Director,4,Single,7945,6,Y,Yes,15,3,4,18,2,2,4,2,3,3
44,No,1642,Male,Travel_Frequently,Human Resources,1,5,Human Resources,1,3,2,Human Resources,4,Married,5743,4,Y,Yes,11,3,3,14,3,3,10,7,0,2
48,No,1644,Male,Travel_Frequently,Research & Development,4,5,Medical,3,2,4,Manager,4,Married,15202,2,Y,No,25,4,2,23,3,3,2,2,2,2
35,Yes,1645,Male,Travel_Rarely,Sales,15,2,Medical,1,1,2,Sales Executive,4,Divorced,5440,6,Y,Yes,14,3,4,7,2,2,2,2,2,2
24,No,1646,Female,Travel_Frequently,Research & Development,2,1,Technical Degree,1,3,1,Research Scientist,4,Single,3760,1,Y,Yes,13,3,3,6,2,3,6,3,1,3
27,No,1647,Female,Travel_Rarely,Research & Development,8,3,Medical,2,4,1,Research Scientist,3,Married,3517,7,Y,No,17,3,1,5,0,3,3,2,0,2
27,No,1648,Male,Travel_Frequently,Research & Development,2,3,Medical,4,3,1,Research Scientist,4,Single,2580,2,Y,No,13,3,3,6,0,2,4,2,1,2
40,Yes,1649,Male,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3,1,Laboratory Technician,1,Single,2166,3,Y,Yes,14,3,2,10,3,1,4,2,0,3
29,No,1650,Male,Travel_Rarely,Sales,10,3,Medical,3,2,2,Sales Executive,3,Single,5869,9,Y,No,11,3,3,8,2,3,5,2,1,4
36,No,1651,Female,Travel_Rarely,Research & Development,5,4,Life Sciences,2,3,3,Healthcare Representative,1,Married,8008,4,Y,No,12,3,3,9,6,3,3,2,0,2
25,No,1653,Male,Travel_Frequently,Research & Development,2,1,Life Sciences,4,4,2,Manufacturing Director,3,Divorced,5206,1,Y,No,17,3,3,7,6,3,7,7,0,7
39,No,1654,Male,Travel_Rarely,Research & Development,12,3,Medical,4,3,2,Manufacturing Director,2,Married,5295,4,Y,No,21,4,3,7,3,3,5,4,1,0
49,No,1655,Female,Travel_Rarely,Research & Development,22,4,Other,1,3,4,Research Director,2,Married,16413,3,Y,No,16,3,2,27,2,3,4,2,1,2
50,No,1656,Female,Travel_Rarely,Research & Development,17,5,Life Sciences,4,2,3,Research Director,1,Divorced,13269,5,Y,No,15,3,3,19,3,3,14,11,1,11
20,No,1657,Female,Travel_Rarely,Sales,2,3,Medical,3,3,1,Sales Representative,3,Single,2783,1,Y,No,19,3,1,2,3,3,2,2,2,2
34,No,1658,Female,Travel_Rarely,Research & Development,3,3,Life Sciences,4,3,2,Research Scientist,2,Divorced,5433,1,Y,No,12,3,3,11,2,3,11,8,7,9
36,No,1659,Male,Travel_Rarely,Research & Development,7,3,Life Sciences,1,3,1,Laboratory Technician,2,Single,2013,2,Y,No,11,3,3,15,4,3,4,3,1,3
49,No,1661,Female,Travel_Rarely,Research & Development,6,1,Life Sciences,3,2,4,Healthcare Representative,3,Married,13966,2,Y,Yes,19,3,2,30,3,3,15,11,2,12
36,No,1662,Female,Non-Travel,Research & Development,1,4,Medical,4,2,2,Manufacturing Director,3,Married,4374,0,Y,No,15,3,3,4,6,3,3,2,1,2
36,No,1664,Male,Travel_Rarely,Research & Development,3,2,Life Sciences,4,4,2,Healthcare Representative,1,Divorced,6842,6,Y,No,20,4,1,13,3,3,5,4,0,4
54,No,1665,Female,Travel_Rarely,Research & Development,22,5,Medical,2,3,4,Manager,3,Married,17426,3,Y,No,25,4,3,36,6,3,10,8,4,7
43,No,1666,Male,Travel_Rarely,Research & Development,15,2,Life Sciences,3,2,4,Research Director,3,Married,17603,1,Y,No,24,4,1,14,3,3,14,10,6,11
35,Yes,1667,Male,Travel_Frequently,Sales,12,4,Other,4,3,2,Sales Executive,4,Single,4581,3,Y,Yes,24,4,1,13,2,4,11,9,6,7
38,No,1668,Male,Travel_Frequently,Research & Development,1,3,Life Sciences,4,3,2,Research Scientist,4,Married,4735,7,Y,No,15,3,4,19,4,4,13,11,2,9
29,No,1669,Male,Travel_Rarely,Sales,5,3,Medical,1,2,2,Sales Executive,2,Divorced,4187,1,Y,Yes,13,3,2,10,3,2,10,0,0,9
33,No,1670,Male,Travel_Rarely,Sales,2,4,Medical,4,3,2,Sales Executive,4,Divorced,5505,1,Y,No,14,3,3,6,5,3,6,2,0,4
32,No,1671,Male,Travel_Rarely,Research & Development,2,3,Medical,4,3,2,Research Scientist,2,Divorced,5470,0,Y,No,13,3,3,10,4,2,9,5,1,6
31,No,1673,Female,Travel_Rarely,Sales,5,4,Life Sciences,1,3,2,Sales Executive,4,Married,5476,1,Y,No,11,3,1,10,2,3,10,0,0,2
49,No,1674,Female,Travel_Rarely,Research & Development,16,3,Medical,4,3,1,Laboratory Technician,1,Divorced,2587,4,Y,Yes,16,3,2,17,2,2,2,2,2,2
38,No,1675,Female,Travel_Frequently,Research & Development,2,3,Medical,4,2,1,Laboratory Technician,2,Single,2440,1,Y,No,22,4,2,4,3,3,4,3,3,3
47,No,1676,Female,Travel_Rarely,Sales,2,4,Life Sciences,2,4,4,Manager,2,Divorced,15972,6,Y,No,14,3,3,29,2,3,3,2,1,2
49,No,1677,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,3,3,4,Manager,3,Single,15379,4,Y,No,14,3,1,23,2,3,8,7,0,0
41,No,1678,Male,Travel_Rarely,Sales,23,2,Life Sciences,4,3,3,Sales Executive,3,Single,7082,3,Y,Yes,16,3,4,21,2,3,2,0,0,2
20,No,1680,Male,Travel_Rarely,Sales,9,1,Life Sciences,4,3,1,Sales Representative,1,Single,2728,1,Y,No,11,3,1,2,3,3,2,2,0,2
33,No,1681,Female,Non-Travel,Sales,16,3,Life Sciences,3,3,2,Sales Executive,4,Divorced,5368,1,Y,Yes,25,4,3,7,2,3,6,5,1,2
36,No,1682,Male,Travel_Rarely,Research & Development,26,4,Life Sciences,1,3,2,Healthcare Representative,3,Married,5347,6,Y,No,14,3,2,10,2,2,3,2,0,2
44,No,1683,Female,Travel_Rarely,Human Resources,1,3,Life Sciences,3,3,1,Human Resources,4,Divorced,3195,4,Y,Yes,18,3,1,8,2,3,2,2,2,2
23,Yes,1684,Male,Travel_Rarely,Research & Development,8,1,Medical,4,2,1,Laboratory Technician,3,Single,3989,1,Y,Yes,11,3,1,5,2,3,5,4,1,2
38,No,1687,Female,Travel_Rarely,Research & Development,4,2,Medical,4,3,1,Laboratory Technician,3,Married,3306,7,Y,No,19,3,4,7,5,2,0,0,0,0
53,No,1689,Male,Travel_Rarely,Research & Development,24,4,Medical,2,4,3,Healthcare Representative,4,Married,7005,3,Y,No,15,3,3,11,2,3,4,3,1,2
48,Yes,1691,Female,Travel_Frequently,Sales,7,2,Medical,4,3,1,Sales Representative,3,Married,2655,2,Y,Yes,11,3,3,19,3,3,9,7,7,7
32,Yes,1692,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,4,3,1,Laboratory Technician,2,Single,1393,1,Y,No,12,3,1,1,2,3,1,0,0,0
26,No,1693,Male,Non-Travel,Research & Development,7,3,Medical,4,3,1,Laboratory Technician,4,Single,2570,1,Y,No,20,4,3,7,5,3,7,7,5,7
55,No,1694,Male,Travel_Rarely,Research & Development,22,3,Technical Degree,1,2,1,Research Scientist,2,Divorced,3537,5,Y,No,12,3,4,8,1,3,4,2,1,2
34,No,1696,Male,Travel_Rarely,Research & Development,5,2,Medical,2,2,2,Laboratory Technician,4,Married,3986,1,Y,No,14,3,3,15,3,4,15,10,4,13
60,No,1697,Male,Travel_Rarely,Research & Development,1,4,Medical,3,1,3,Healthcare Representative,4,Divorced,10883,3,Y,No,20,4,3,19,2,4,1,0,0,0
33,No,1698,Male,Travel_Rarely,Research & Development,21,3,Medical,2,4,1,Laboratory Technician,2,Married,2028,1,Y,No,18,3,4,14,6,3,14,11,2,13
37,No,1700,Male,Travel_Frequently,Sales,1,4,Medical,3,1,2,Sales Executive,4,Divorced,9525,1,Y,No,14,3,3,6,2,2,6,3,1,3
34,No,1701,Female,Travel_Rarely,Research & Development,19,3,Life Sciences,2,2,1,Research Scientist,4,Married,2929,1,Y,No,12,3,2,10,3,3,10,9,8,7
23,Yes,1702,Male,Travel_Rarely,Sales,7,3,Life Sciences,3,3,1,Sales Representative,4,Divorced,2275,1,Y,Yes,21,4,2,3,2,3,3,2,0,2
44,No,1703,Female,Travel_Rarely,Research & Development,2,3,Life Sciences,3,4,3,Healthcare Representative,4,Married,7879,1,Y,Yes,19,3,2,9,2,3,8,7,6,7
35,No,1704,Male,Travel_Frequently,Research & Development,2,4,Medical,1,2,1,Research Scientist,4,Single,4930,0,Y,Yes,14,3,3,6,2,4,5,4,1,4
43,No,1706,Male,Travel_Rarely,Sales,2,3,Medical,4,3,2,Sales Executive,4,Married,7847,1,Y,Yes,17,3,1,10,3,3,10,9,8,8
24,No,1707,Male,Travel_Rarely,Research & Development,9,3,Medical,3,4,1,Research Scientist,3,Married,4401,1,Y,No,16,3,4,5,1,3,5,3,0,4
41,No,1708,Male,Travel_Rarely,Sales,6,3,Marketing,4,3,3,Sales Executive,3,Single,9241,1,Y,No,12,3,2,10,3,3,10,8,8,7
29,No,1709,Female,Travel_Rarely,Research & Development,9,4,Medical,4,3,1,Laboratory Technician,3,Married,2974,9,Y,No,17,3,3,9,2,3,5,3,1,2
36,No,1710,Female,Travel_Rarely,Sales,2,4,Life Sciences,3,3,2,Sales Representative,4,Single,4502,3,Y,No,15,3,3,17,2,2,13,7,6,7
45,No,1712,Male,Non-Travel,Research & Development,1,1,Life Sciences,3,2,3,Healthcare Representative,3,Married,10748,3,Y,No,23,4,4,25,3,2,23,15,14,4
24,Yes,1714,Male,Travel_Rarely,Human Resources,22,1,Human Resources,4,1,1,Human Resources,3,Married,1555,1,Y,No,11,3,3,1,2,3,1,0,0,0
47,Yes,1716,Male,Travel_Frequently,Sales,9,3,Life Sciences,3,1,4,Sales Executive,3,Married,12936,7,Y,No,11,3,3,25,3,1,23,5,14,10
26,No,1718,Male,Travel_Rarely,Research & Development,17,4,Medical,4,1,1,Laboratory Technician,3,Married,2305,1,Y,No,15,3,3,3,3,4,3,2,0,2
45,No,1719,Female,Travel_Rarely,Research & Development,28,2,Technical Degree,4,2,4,Research Director,2,Single,16704,1,Y,No,11,3,3,21,2,3,21,6,8,6
32,No,1720,Male,Travel_Frequently,Research & Development,10,3,Life Sciences,1,3,1,Research Scientist,3,Married,3433,6,Y,No,13,3,1,10,3,2,5,2,1,3
31,No,1721,Male,Travel_Rarely,Research & Development,2,4,Life Sciences,2,3,1,Laboratory Technician,3,Married,3477,1,Y,No,14,3,4,6,2,4,5,2,0,3
41,No,1722,Male,Non-Travel,Human Resources,4,3,Human Resources,3,1,2,Human Resources,2,Married,6430,6,Y,No,19,3,2,10,4,3,3,2,1,2
40,No,1724,Female,Travel_Rarely,Research & Development,8,2,Life Sciences,2,3,2,Manufacturing Director,1,Married,6516,2,Y,Yes,16,3,2,18,3,3,1,0,0,0
24,No,1725,Male,Travel_Rarely,Research & Development,29,1,Medical,2,3,1,Laboratory Technician,1,Divorced,3907,1,Y,No,13,3,2,6,2,4,6,2,1,2
46,No,1727,Male,Travel_Rarely,Research & Development,13,4,Life Sciences,3,3,2,Healthcare Representative,2,Single,5562,6,Y,No,14,3,4,19,3,3,10,7,0,9
35,No,1728,Male,Travel_Rarely,Research & Development,27,4,Life Sciences,4,3,2,Manufacturing Director,3,Married,6883,2,Y,No,16,3,2,17,3,3,7,7,0,7
30,No,1729,Male,Travel_Rarely,Research & Development,16,1,Life Sciences,2,3,1,Research Scientist,4,Married,2862,1,Y,No,12,3,2,10,2,2,10,0,0,8
47,No,1731,Male,Non-Travel,Sales,2,4,Marketing,3,3,2,Sales Executive,2,Married,4978,7,Y,No,11,3,4,4,3,1,1,0,0,0
46,No,1732,Male,Travel_Rarely,Sales,2,3,Life Sciences,3,3,3,Sales Executive,4,Divorced,10368,4,Y,Yes,12,3,2,13,5,2,10,6,0,3
36,Yes,1733,Male,Travel_Rarely,Sales,13,5,Marketing,2,2,2,Sales Executive,1,Divorced,6134,5,Y,Yes,13,3,2,16,3,3,2,2,2,2
32,Yes,1734,Male,Travel_Rarely,Sales,1,2,Life Sciences,1,1,2,Sales Executive,2,Single,6735,6,Y,No,15,3,2,10,2,3,0,0,0,0
23,No,1735,Female,Travel_Rarely,Research & Development,4,1,Medical,3,3,1,Laboratory Technician,2,Single,3295,1,Y,No,13,3,3,3,3,1,3,2,1,2
31,No,1736,Female,Travel_Frequently,Research & Development,24,1,Technical Degree,4,3,2,Manufacturing Director,4,Single,5238,2,Y,No,20,4,4,9,3,2,5,4,1,4
39,No,1737,Male,Non-Travel,Research & Development,1,3,Life Sciences,4,3,2,Laboratory Technician,4,Married,6472,1,Y,Yes,15,3,4,9,2,3,9,8,5,8
32,No,1739,Male,Travel_Rarely,Sales,19,3,Life Sciences,4,1,3,Sales Executive,3,Married,9610,3,Y,No,13,3,3,10,2,1,4,3,0,2
40,No,1740,Male,Travel_Rarely,Sales,7,4,Medical,2,3,5,Manager,2,Single,19833,1,Y,No,14,3,2,21,3,2,21,8,12,8
45,No,1744,Female,Travel_Rarely,Human Resources,4,3,Life Sciences,3,1,3,Human Resources,3,Married,9756,4,Y,No,21,4,3,9,2,4,5,0,0,3
30,No,1745,Female,Travel_Frequently,Research & Development,2,4,Technical Degree,4,2,1,Research Scientist,1,Single,4968,0,Y,No,16,3,4,10,2,3,9,7,0,7
24,No,1746,Male,Travel_Frequently,Human Resources,10,3,Medical,1,3,1,Human Resources,4,Married,2145,0,Y,No,14,3,4,3,2,3,2,2,2,1
30,Yes,1747,Female,Travel_Frequently,Human Resources,8,3,Human Resources,3,2,1,Human Resources,4,Divorced,2180,6,Y,No,11,3,3,6,0,2,4,2,1,2
31,No,1749,Male,Travel_Rarely,Sales,5,3,Technical Degree,1,3,2,Sales Executive,3,Married,8346,1,Y,No,19,3,3,6,3,3,5,2,0,2
27,No,1751,Female,Travel_Rarely,Research & Development,8,3,Medical,3,3,1,Research Scientist,4,Single,3445,1,Y,No,11,3,3,6,5,2,6,2,1,4
29,Yes,1752,Female,Travel_Rarely,Sales,9,3,Marketing,2,1,1,Sales Representative,2,Single,2760,1,Y,No,13,3,3,2,3,3,2,2,2,2
29,No,1753,Male,Travel_Frequently,Research & Development,1,3,Life Sciences,4,4,2,Healthcare Representative,3,Single,6294,8,Y,Yes,12,3,4,10,5,4,3,2,0,2
30,No,1754,Male,Travel_Rarely,Sales,15,2,Marketing,3,2,3,Sales Executive,1,Divorced,7140,2,Y,No,11,3,1,12,2,3,7,7,1,7
34,No,1755,Male,Travel_Rarely,Research & Development,2,4,Medical,4,4,1,Research Scientist,4,Married,2932,0,Y,Yes,14,3,1,6,3,3,5,0,1,2
33,No,1756,Female,Non-Travel,Sales,2,3,Marketing,4,3,2,Sales Executive,2,Single,5147,8,Y,No,15,3,4,13,2,2,11,7,1,7
49,No,1757,Female,Travel_Rarely,Sales,11,4,Marketing,4,3,2,Sales Executive,4,Single,4507,3,Y,No,12,3,3,8,1,4,5,1,0,4
33,Yes,1758,Female,Travel_Rarely,Sales,16,3,Life Sciences,1,3,3,Sales Executive,1,Single,8564,2,Y,Yes,20,4,3,11,2,2,0,0,0,0
38,No,1760,Female,Travel_Frequently,Research & Development,2,2,Medical,3,2,1,Laboratory Technician,2,Married,2468,4,Y,No,14,3,2,9,4,2,6,1,0,5
31,Yes,1761,Male,Travel_Rarely,Sales,16,4,Marketing,1,3,3,Sales Executive,3,Married,8161,2,Y,No,13,3,1,10,2,3,1,0,0,0
29,No,1762,Female,Travel_Rarely,Research & Development,4,3,Technical Degree,4,2,1,Research Scientist,1,Divorced,2109,1,Y,No,13,3,3,1,2,3,1,0,0,0
30,No,1763,Male,Travel_Rarely,Research & Development,16,3,Life Sciences,3,4,2,Healthcare Representative,3,Married,5294,3,Y,No,16,3,3,10,3,3,7,0,1,7
32,No,1764,Male,Non-Travel,Research & Development,5,4,Technical Degree,2,3,1,Research Scientist,2,Single,2718,2,Y,No,14,3,2,12,3,3,7,7,0,7
38,No,1766,Male,Travel_Rarely,Research & Development,18,3,Medical,2,1,2,Healthcare Representative,4,Married,5811,3,Y,Yes,16,3,3,15,2,3,1,0,1,0
43,Yes,1767,Male,Travel_Frequently,Research & Development,17,3,Technical Degree,3,2,1,Research Scientist,3,Married,2437,9,Y,Yes,16,3,4,6,4,3,1,0,0,0
42,No,1768,Male,Travel_Rarely,Research & Development,12,3,Medical,2,3,1,Laboratory Technician,2,Divorced,2766,8,Y,No,22,4,2,7,6,2,5,3,0,4
55,No,1770,Male,Travel_Rarely,Research & Development,2,3,Medical,3,2,5,Research Director,1,Married,19038,8,Y,No,12,3,2,34,2,3,1,0,0,0
33,No,1771,Male,Non-Travel,Research & Development,4,3,Technical Degree,4,3,2,Research Scientist,2,Divorced,3055,5,Y,No,15,3,4,11,2,2,9,8,1,7
41,No,1772,Male,Travel_Rarely,Research & Development,9,4,Life Sciences,3,3,1,Laboratory Technician,1,Divorced,2289,1,Y,No,20,4,2,5,2,3,5,3,0,4
34,No,1774,Male,Non-Travel,Sales,10,3,Life Sciences,4,3,2,Sales Executive,3,Divorced,4001,1,Y,Yes,14,3,3,15,3,3,15,14,0,7
53,No,1775,Female,Non-Travel,Research & Development,1,4,Medical,1,2,4,Manufacturing Director,3,Married,12965,4,Y,Yes,20,4,4,27,2,2,3,2,0,2
43,No,1778,Male,Travel_Rarely,Human Resources,2,3,Life Sciences,2,3,1,Human Resources,4,Single,3539,0,Y,No,13,3,2,10,5,3,9,7,1,8
34,No,1779,Female,Travel_Rarely,Sales,3,2,Life Sciences,4,1,2,Sales Executive,4,Single,6029,5,Y,No,12,3,1,6,3,3,2,2,2,2
21,Yes,1780,Male,Travel_Rarely,Sales,7,1,Marketing,2,3,1,Sales Representative,2,Single,2679,1,Y,No,13,3,2,1,3,3,1,0,1,0
38,No,1782,Female,Travel_Rarely,Research & Development,6,2,Other,4,2,1,Laboratory Technician,3,Married,3702,1,Y,No,11,3,2,5,3,3,5,4,0,4
22,Yes,1783,Female,Travel_Rarely,Research & Development,8,1,Medical,3,3,1,Laboratory Technician,1,Married,2398,1,Y,Yes,17,3,3,1,6,3,1,0,0,0
31,No,1784,Female,Travel_Rarely,Sales,29,4,Marketing,1,2,2,Sales Executive,4,Married,5468,1,Y,No,14,3,1,13,3,3,12,7,5,7
51,No,1786,Female,Travel_Rarely,Research & Development,3,3,Technical Degree,1,3,3,Manager,3,Married,13116,2,Y,No,11,3,4,15,2,3,2,2,2,2
37,No,1787,Male,Travel_Rarely,Sales,9,2,Marketing,2,2,2,Sales Executive,2,Married,4189,1,Y,No,14,3,1,5,2,3,5,2,0,3
46,No,1789,Male,Travel_Rarely,Research & Development,2,4,Medical,3,3,5,Research Director,4,Divorced,19328,7,Y,Yes,17,3,3,24,3,3,2,1,2,2
36,No,1790,Male,Travel_Rarely,Research & Development,10,3,Life Sciences,4,3,3,Healthcare Representative,1,Married,8321,7,Y,Yes,13,3,4,15,1,3,12,8,5,7
44,Yes,1792,Male,Travel_Frequently,Research & Development,1,2,Medical,3,3,1,Research Scientist,2,Divorced,2342,1,Y,Yes,12,3,3,6,2,2,5,3,2,3
37,No,1794,Male,Travel_Rarely,Human Resources,8,2,Other,3,3,2,Human Resources,2,Divorced,4071,2,Y,No,13,3,3,19,4,2,10,0,4,7
35,Yes,1797,Male,Travel_Rarely,Sales,27,3,Life Sciences,3,3,2,Sales Executive,4,Single,5813,1,Y,Yes,18,3,4,10,2,3,10,7,7,7
33,No,1798,Male,Travel_Rarely,Research & Development,8,4,Life Sciences,4,4,1,Research Scientist,1,Married,3143,6,Y,No,19,3,2,14,1,3,10,8,7,6
28,No,1799,Male,Travel_Rarely,Research & Development,1,3,Life Sciences,3,3,1,Research Scientist,4,Married,2044,1,Y,No,11,3,3,5,6,4,5,3,0,3
39,No,1800,Male,Travel_Rarely,Research & Development,10,1,Medical,3,3,3,Research Director,3,Single,13464,7,Y,No,21,4,3,9,3,3,4,3,2,2
46,No,1801,Male,Non-Travel,Sales,26,2,Life Sciences,2,2,2,Sales Executive,2,Single,7991,8,Y,No,15,3,3,6,3,3,2,2,2,2
40,No,1802,Female,Travel_Rarely,Research & Development,2,2,Life Sciences,3,3,1,Laboratory Technician,1,Married,3377,4,Y,No,17,3,4,7,5,2,4,3,0,2
42,No,1803,Male,Travel_Rarely,Research & Development,13,3,Medical,2,4,2,Healthcare Representative,1,Married,5538,5,Y,No,18,3,3,10,2,2,0,0,0,0
35,No,1804,Male,Non-Travel,Research & Development,2,2,Medical,2,3,2,Manufacturing Director,4,Divorced,5762,2,Y,No,14,3,3,15,6,3,7,7,1,7
38,No,1805,Male,Non-Travel,Human Resources,2,3,Human Resources,1,3,1,Human Resources,2,Divorced,2592,5,Y,No,13,3,4,13,3,3,11,10,3,8
34,Yes,1807,Male,Travel_Frequently,Research & Development,9,4,Life Sciences,4,3,2,Laboratory Technician,1,Married,5346,4,Y,No,17,3,3,11,3,2,7,1,0,7
37,Yes,1809,Male,Travel_Rarely,Research & Development,10,4,Medical,4,3,2,Manufacturing Director,1,Single,4213,1,Y,No,15,3,2,10,4,1,10,3,0,8
39,No,1812,Male,Travel_Frequently,Sales,20,3,Life Sciences,3,3,2,Sales Executive,4,Divorced,4127,2,Y,No,18,3,4,7,6,3,2,1,2,2
43,No,1813,Male,Non-Travel,Research & Development,9,3,Life Sciences,1,3,1,Research Scientist,3,Single,2438,4,Y,No,13,3,3,7,2,2,3,2,1,2
41,No,1814,Male,Travel_Rarely,Research & Development,5,3,Life Sciences,2,4,2,Healthcare Representative,2,Single,6870,3,Y,No,12,3,1,11,3,1,3,2,1,2
41,No,1815,Female,Travel_Rarely,Sales,4,1,Marketing,3,3,3,Sales Executive,3,Divorced,10447,0,Y,Yes,13,3,4,23,3,4,22,14,13,5
